"longtitude","latitude","median_house_value","median_income"
"-121.79","37.23","289600","60198"
"-118.38","33.91","289600","58374"
"-118.41","33.94","289600","47375"
"-117.96","33.7","289600","47250"
"-122.61","37.99","289600","44375"
"-117.21","32.8","289600","37102"
"-117.17","32.75","289600","30726"
"-122.01","37.35","289500","50785"
"-121.88","36.98","289500","48953"
"-122.26","37.86","289500","29405"
"-122.29","37.56","289400","58221"
"-120.11","34.66","289400","53154"
"-122.25","37.51","289400","48381.99999999999"
"-118.37","34.04","289400","40781"
"-117.17","32.74","289400","29422"
"-122.07","37.39","289300","47120"
"-118.03","33.86","289300","45350"
"-121.9","36.58","289300","31977.000000000004"
"-121.85","37.26","289200","64339.00000000001"
"-122.72","38.48","289100","60298"
"-121.87","37.34","289100","24306"
"-121.88","37.27","289000","56895"
"-118.33","34.2","289000","36071"
"-121.98","37.31","288900","56060"
"-122.08","37.41","288900","46875"
"-119.81","34.44","288900","46806"
"-118.35","34.09","288900","16081"
"-117.88","33.77","288800","69737"
"-117.63","33.65","288700","77814"
"-117.89","33.9","288700","65284.00000000001"
"-118.08","33.85","288700","62427"
"-117.85","33.88","288500","73658"
"-121.84","37.4","288500","68677"
"-117.69","33.48","288500","61815"
"-117.7","33.53","288500","59088"
"-122.67","38.25","288500","40729"
"-121.7","36.48","288400","35039"
"-121.83","37.02","288400","29559.000000000004"
"-121.98","37.31","288300","58127.00000000001"
"-121.96","37.34","288300","53873"
"-122.06","37.34","288300","50081"
"-121.96","37.33","288300","42135.99999999999"
"-117.76","33.87","288200","70592"
"-121.33","38.6","288200","62817"
"-122.29","37.92","288200","59429.99999999999"
"-117.09","32.81","288200","55673"
"-121.93","37.29","288200","39625"
"-117.25","32.74","288200","26962"
"-117.66","33.59","288100","75791"
"-117.69","33.6","288100","64211"
"-121.64","37.15","288100","61684"
"-117.66","33.46","288100","50877"
"-121.94","37.95","288000","71978"
"-117.95","33.72","288000","59582"
"-122.08","37.9","288000","51097"
"-118.93","34.18","287900","61870"
"-122.59","38.12","287900","60132"
"-118.12","34.17","287900","47098.00000000001"
"-118.31","34.19","287900","37015"
"-122.33","37.58","287900","34836"
"-117.82","33.76","287800","65308"
"-121.14","38.77","287800","64789"
"-118.02","33.71","287800","58623"
"-118.37","33.97","287800","57260"
"-122.94","38.64","287800","40781"
"-122.49","37.7","287700","52811"
"-122.11","37.99","287700","43875"
"-122.01","37.53","287600","57057"
"-121.98","37.33","287600","51210.00000000001"
"-122.01","37.54","287600","50000"
"-116.97","33.13","287500","67957"
"-118.25","34.06","287500","53080.99999999999"
"-122.33","38.38","287500","45694"
"-121.93","36.63","287500","43571"
"-122.28","37.9","287500","41212"
"-118.28","33.68","287500","37282"
"-122.27","37.88","287500","35417"
"-118.35","34.07","287500","33594"
"-118.38","34.05","287500","32380"
"-118.37","34.07","287500","32010"
"-118.42","34","287500","31603"
"-118.47","34","287500","27143"
"-122.43","37.78","287500","26392.000000000004"
"-118.48","33.43","287500","26042"
"-122.53","37.97","287500","26036"
"-122.42","37.8","287500","25602.999999999996"
"-117.22","32.74","287500","24016"
"-118.31","34.08","287500","17542"
"-122.26","37.88","287500","17250"
"-122.02","37.88","287300","73732"
"-122.24","37.81","287300","60302"
"-117.9","34.06","287200","75000"
"-118.1","33.79","287200","57368"
"-121.98","37.36","287200","57059"
"-117.93","33.84","287100","60531"
"-118.87","34.23","287100","60145"
"-121.97","37.35","287100","46327.99999999999"
"-118.36","33.99","287100","41375"
"-121.97","37.35","287100","39250"
"-118.08","33.86","287000","58733.00000000001"
"-117.66","33.61","286900","84111.99999999999"
"-121.93","37.93","286900","62990.00000000001"
"-117.29","33.04","286900","47333"
"-122.19","37.48","286900","45568"
"-118.87","34.2","286800","70010"
"-121.96","37.27","286800","55151"
"-117.7","33.63","286800","52325"
"-117.25","32.74","286800","29904"
"-118.05","33.83","286700","57018.00000000001"
"-118.44","34.17","286700","38081"
"-122.28","37.53","286700","35445"
"-117.66","33.57","286600","80082"
"-117.8","33.75","286600","53903"
"-122.24","37.75","286600","48711"
"-118.29","34.18","286600","36974"
"-121.89","37.29","286600","27042"
"-118.09","33.85","286500","63093"
"-118.34","33.87","286500","53743"
"-122.31","37.93","286500","53433"
"-121.85","37.38","286500","52415"
"-121.6","36.81","286500","52203"
"-118.06","34.16","286500","36705"
"-121.94","37.34","286500","31429"
"-117.2","33.2","286400","55430"
"-118.33","33.83","286400","55023"
"-118.32","33.8","286400","31275"
"-121.92","36.62","286400","25263"
"-117.68","34.15","286300","67813"
"-122.5","37.75","286300","29632"
"-121.82","37.39","286200","61007.99999999999"
"-121.76","37.33","286200","56306"
"-117.97","33.71","286100","58195"
"-117.27","33.02","286100","57980"
"-118.44","34.18","286100","43750"
"-122.38","37.18","286100","33047"
"-121.81","38.58","286000","59629"
"-117.64","33.51","286000","59339.00000000001"
"-118.4","34.17","286000","34013"
"-118.34","33.86","285900","54791"
"-122.18","37.8","285800","67527"
"-118.04","33.87","285800","62990.00000000001"
"-118.32","33.8","285800","40536"
"-121.99","37.33","285800","39417"
"-118.02","33.7","285700","63047.00000000001"
"-118.37","33.97","285700","33889"
"-117.68","33.47","285600","61260"
"-122.58","38.08","285600","56150"
"-118.49","34.28","285500","66458"
"-118.15","33.96","285500","31083"
"-121.92","37.69","285400","73160"
"-121.95","37.94","285400","68642"
"-118","33.68","285400","64858"
"-116.86","32.87","285400","50523.99999999999"
"-117.83","33.77","285400","42750"
"-122.33","37.58","285400","33800"
"-118.08","34.11","285300","55923.99999999999"
"-118.41","34.01","285300","28797"
"-117.86","33.9","285200","69113"
"-117.25","33.08","285200","66170"
"-118","33.91","285200","59790"
"-118.3","33.76","285200","51269"
"-118.61","34.31","285200","50151"
"-118.3","33.74","285200","39167"
"-118.23","34.21","285000","62130"
"-116.42","33.79","285000","49444"
"-122.69","38.27","285000","40313"
"-118.47","33.99","285000","25938"
"-117.61","33.67","284900","68004"
"-117.98","33.73","284900","66539"
"-122.27","37.88","284900","42813"
"-117.24","32.74","284900","40500"
"-122.41","37.75","284900","35912"
"-122.03","37.55","284800","69920"
"-122.03","37.37","284800","46957.00000000001"
"-121.89","37.3","284800","42413.99999999999"
"-117.3","33.07","284800","35585"
"-122.46","37.66","284700","54221"
"-117.18","32.75","284700","27222"
"-117.95","33.69","284600","69261"
"-122.08","37.4","284600","59291"
"-118.33","34.2","284600","43631"
"-118.42","33.99","284600","37250"
"-117.94","33.7","284500","61181"
"-118.41","33.96","284400","41471"
"-118.99","34.23","284200","66246"
"-118.07","33.88","284200","57480"
"-122.03","36.96","284200","35200"
"-122.18","37.15","284100","55785"
"-117.64","33.45","284100","48750"
"-122.5","37.76","284100","42644"
"-122.41","37.62","284100","42500"
"-117.9","33.65","284100","34125"
"-118.24","34.15","284100","33906"
"-122.09","37.41","284100","28203"
"-117.94","33.99","284000","49932"
"-122.01","37.32","284000","46613"
"-122.08","37.89","283900","62924"
"-117.31","33.17","283900","55519.99999999999"
"-118.32","33.87","283800","56254"
"-117.21","32.81","283800","52836.99999999999"
"-121.79","37.33","283700","66633"
"-118.1","34.16","283700","42386"
"-118.06","34.1","283600","43522.99999999999"
"-118.39","34.17","283600","32052"
"-120.95","35.44","283600","26864"
"-121.96","37.58","283500","57192"
"-121.93","36.99","283500","47325"
"-118.11","33.93","283500","38427"
"-117.86","34.14","283400","62089"
"-121.9","37.26","283300","68088"
"-121.9","37.29","283300","66331"
"-121.89","37.3","283300","58415"
"-121.37","38.6","283300","58336"
"-120.15","39.2","283300","41016"
"-118.45","34.04","283300","36673"
"-122.33","37.57","283300","36250"
"-117.34","33.15","283300","33536"
"-118.33","33.88","283300","32416.999999999996"
"-118.36","34.09","283300","20702"
"-118.3","34.1","283300","20672"
"-117.79","33.8","283200","66700"
"-119.19","34.3","283200","63110"
"-117.79","33.71","283200","62162"
"-118.43","33.96","283200","51064"
"-121.98","37.3","283200","46312"
"-122.5","37.75","283200","40984.99999999999"
"-119.75","34.43","283200","33776"
"-117.15","34.04","283100","75822"
"-121.7","36.6","283100","50162.00000000001"
"-121.98","37.29","283000","75443"
"-121.96","37.29","283000","50000"
"-118.12","33.94","283000","46750"
"-118.55","34.38","282900","63002"
"-117.69","33.53","282900","60868"
"-117.69","33.62","282700","64598.00000000001"
"-118.8","34.21","282700","62893"
"-118.3","33.81","282700","53220"
"-121.83","37.27","282600","45615"
"-118.12","34.1","282600","40556"
"-118.24","34.15","282600","31435"
"-121.85","37.68","282500","68132"
"-121.99","37.58","282500","62073"
"-119.88","34.43","282500","44776.99999999999"
"-117.93","33.84","282500","34750"
"-117.98","33.95","282400","61898"
"-122.29","37.54","282400","49464"
"-121.89","37.3","282300","53955"
"-118.37","34.16","282300","44122"
"-118.14","34.14","282300","29511"
"-118.3","34.07","282300","23375"
"-117.09","32.91","282200","70546"
"-121.99","37.36","282200","55000"
"-117.99","33.67","282200","46250"
"-118.43","34.18","282200","38906"
"-121.92","37.27","282100","56358"
"-117.81","34.01","282100","49589"
"-118.32","33.88","282100","43036"
"-118.14","33.95","282100","36635"
"-120.69","37.77","282100","33182"
"-122.26","37.77","282100","29732"
"-122.3","37.56","282000","55381"
"-117.61","33.42","282000","40313"
"-121.98","37.36","281900","78543"
"-117.98","33.68","281900","62473"
"-121.89","37.28","281900","41645"
"-118.36","33.87","281900","39868"
"-121.95","37.32","281900","31103"
"-122.01","37.57","281800","58322"
"-117.81","33.76","281800","55654"
"-117.02","32.64","281700","65151"
"-122.43","37.7","281700","47708.00000000001"
"-118.3","34.07","281700","34250"
"-118.47","34.2","281700","27118.000000000004"
"-117.1","32.77","281600","57768"
"-117.07","33","281600","42500"
"-117.97","33.66","281500","58541"
"-121.99","36.99","281500","58122.99999999999"
"-122.43","37.66","281500","45493"
"-118.35","33.86","281500","39732"
"-122.26","37.85","281500","32031"
"-119.04","34.34","281300","53582"
"-122.44","37.63","281300","47625"
"-117.33","33.17","281300","40791.00000000001"
"-122.42","37.74","281300","38864"
"-118.93","34.2","281300","38860"
"-122.47","37.7","281300","37750"
"-118.38","34.09","281300","35659"
"-118.41","34.02","281300","35022"
"-117.14","33.23","281300","31272.000000000004"
"-119.69","34.38","281300","22500"
"-122.02","36.97","281300","16642"
"-121.92","37.24","281200","53911"
"-122.01","38.44","281200","49772.99999999999"
"-121.9","37.31","281100","58186"
"-119.21","34.28","281100","57601.00000000001"
"-122.26","38.31","281100","52444"
"-118.08","34.14","281100","38800"
"-122.48","37.64","281000","125000"
"-121.93","37.27","281000","41033"
"-119.83","34.45","280900","54197"
"-118.3","34.19","280900","35083"
"-122.24","38.31","280800","61089"
"-118.58","34.25","280800","55210"
"-118.02","34.15","280800","38750"
"-117.22","32.86","280800","36287"
"-122.45","37.66","280700","47755"
"-117.6","33.42","280600","46650"
"-119.69","34.43","280600","28750"
"-118.35","34.09","280600","28020.999999999996"
"-121.94","37.31","280500","40474"
"-121.37","38.58","280400","73343"
"-121.96","37.28","280400","54386"
"-122.46","37.63","280400","50479"
"-118.46","34.16","280400","44423"
"-117.67","33.57","280300","79294"
"-117.87","33.9","280300","68268"
"-117.82","33.88","280300","62185"
"-118.32","33.88","280300","55538"
"-118.91","34.28","280200","52206"
"-119.8","34.44","280200","50294"
"-122.07","37.38","280200","45644"
"-120.56","35.07","280200","33603"
"-122.04","37.39","280100","47685.00000000001"
"-117.87","33.81","280100","37604"
"-118.1","34.1","280000","37500"
"-119.16","34.12","280000","36167"
"-122.44","37.78","280000","28654"
"-118.25","34.16","280000","25668.000000000004"
"-121.98","37.16","279900","53468"
"-121.96","37.35","279900","52019"
"-117.18","33.11","279900","51814"
"-118.1","34.02","279900","49107"
"-118.07","34.12","279900","41136"
"-122.42","37.74","279900","40391"
"-118.32","33.79","279900","38287"
"-118.31","33.82","279900","34020"
"-117.59","33.67","279800","65143.00000000001"
"-121.57","36.98","279800","49702"
"-121.98","37.32","279800","42531"
"-121.76","37","279800","31987"
"-119.52","34.41","279700","48060"
"-118","33.71","279700","40121"
"-117.66","33.6","279600","68667"
"-117.23","33.09","279600","63373"
"-118.35","33.87","279600","55000"
"-119.05","34.24","279600","54298"
"-118.1","34.17","279600","47241"
"-121.86","37.27","279500","56139"
"-119.18","34.27","279500","52150"
"-122.11","37.89","279500","43235"
"-117.69","33.6","279500","34750"
"-119.72","34.43","279500","25139"
"-121.92","37.24","279400","63663"
"-117.98","33.66","279400","61624"
"-119.17","34.29","279400","52953"
"-118.34","33.86","279400","52590"
"-120.94","35.42","279400","37738"
"-118.39","34.02","279400","35909"
"-118.44","34.17","279400","32763"
"-121.87","37.27","279300","75845"
"-122.03","37.94","279300","55777"
"-122.47","37.61","279300","54364"
"-117.96","33.7","279300","53428.00000000001"
"-122.42","37.73","279300","46250"
"-118.32","34.17","279300","29306"
"-118.04","33.85","279200","56094"
"-122.65","38.11","279200","55523.99999999999"
"-118.04","34","279200","51985"
"-119.71","34.43","279200","26429"
"-121.91","36.63","279200","21776"
"-121.82","37.27","279100","63566"
"-122.14","37.77","279100","48304"
"-121.74","36.47","279100","42500"
"-117.7","33.51","279000","68279"
"-117.82","33.89","278900","40714"
"-118.17","34.11","278900","36406"
"-122.5","37.76","278800","45329"
"-121.87","36.61","278800","42109"
"-120.92","35.4","278800","36908"
"-118.26","34.09","278800","36434"
"-117.77","33.72","278700","65743"
"-117.65","33.6","278700","64114.00000000001"
"-117.08","32.82","278600","71298"
"-117.05","33.05","278600","56436"
"-118.05","34.16","278600","35694"
"-122.45","37.77","278600","35435"
"-121.87","37.66","278500","57519"
"-118.61","34.17","278500","40000"
"-118.37","34.04","278500","38250"
"-117.82","33.66","278400","64238"
"-122.43","37.66","278400","43038.99999999999"
"-118.01","34.12","278400","39400"
"-121.81","37.23","278300","64664"
"-117.26","33.04","278300","63525"
"-117.9","34.04","278300","45554"
"-118.32","34.16","278300","43173"
"-122.05","37.57","278200","61047"
"-117.69","33.52","278200","45380"
"-122.2","37.47","278200","42083.00000000001"
"-117.66","33.6","278100","75488"
"-118.55","34.37","278100","67760"
"-118.33","33.87","278100","64891"
"-121.93","37.27","278100","51104"
"-120.87","35.41","278100","30187"
"-117.98","33.7","278000","63749"
"-121.99","37.27","278000","59658"
"-117.06","33.04","278000","57382"
"-121.93","36.62","278000","37250"
"-121.76","37.29","277900","71267"
"-118.31","33.8","277900","40425.00000000001"
"-121.79","37.33","277800","66813"
"-121.18","38.78","277800","61642"
"-117.67","33.46","277800","46518"
"-117.21","32.85","277800","42065"
"-122.27","37.88","277800","25200"
"-122.27","37.32","277700","53951"
"-118.17","33.83","277700","48693"
"-122.46","37.69","277700","34375"
"-117.07","32.79","277600","78336"
"-118.63","34.22","277600","65146"
"-118.27","34.24","277600","63688"
"-118.03","33.87","277600","59300"
"-118.1","33.85","277600","57039"
"-117.21","32.85","277500","54067"
"-117.8","33.92","277500","46315"
"-118.45","34.04","277500","27679"
"-118.05","33.79","277400","32465"
"-117.88","33.9","277300","65945"
"-117.65","33.46","277300","60873"
"-121.97","37.28","277300","50385"
"-122.4","37.76","277300","44074"
"-118.25","34.1","277300","37184"
"-120.5","35.03","277300","35682"
"-118.45","34.17","277300","32386"
"-121.97","37.3","277300","30078.999999999996"
"-118.63","34.24","277200","48333.00000000001"
"-118.14","33.96","277200","40536"
"-117.68","34.14","277000","69532"
"-122.49","37.69","277000","49375"
"-122.08","37.4","277000","41544"
"-122.54","38","277000","31800"
"-123.81","39.34","277000","31563"
"-121.96","37.33","276900","40667"
"-119.85","34.44","276800","60256"
"-118.09","34.03","276800","55000"
"-122.29","37.9","276800","33333"
"-117.91","33.65","276800","22222"
"-118.4","33.99","276700","28250"
"-121.16","38.75","276600","84882.00000000001"
"-121.85","37.39","276600","58322"
"-118.61","34.25","276600","55111"
"-122.23","37.47","276600","36230"
"-118.27","34.11","276600","30520.999999999996"
"-118.73","34.29","276500","69454"
"-117.82","33.72","276500","68634"
"-117.94","33.71","276500","59448.99999999999"
"-122.48","38.5","276500","43125"
"-119.8","34.43","276400","56604"
"-118.3","33.73","276400","35694"
"-122.58","38.1","276300","46463"
"-117.3","33.06","276300","31940"
"-118.41","34","276300","29338.000000000004"
"-117.24","32.8","276300","24671"
"-121.9","37.45","276200","66176"
"-119.79","34.43","276200","51615"
"-122.88","38.34","276200","50574"
"-118.04","34.13","276200","46449.99999999999"
"-122.44","37.65","276200","39722"
"-122.41","37.73","276200","38643"
"-117.95","33.75","276100","66355"
"-118.27","34.27","276100","61946"
"-121.25","38.68","276100","61943"
"-122.3","37.57","276100","47916.99999999999"
"-118.41","34.18","276100","39038"
"-118.41","33.99","276100","36538"
"-117.2","32.79","276000","47788.00000000001"
"-122.1","37.4","276000","39091"
"-122.05","36.87","276000","38269"
"-118.11","33.88","276000","35893"
"-117.9","33.67","275900","66833"
"-117.64","33.48","275900","56754"
"-122.69","38.46","275900","50000"
"-122.41","37.75","275900","37813"
"-121.95","37.33","275900","23546.999999999996"
"-122.04","37.9","275800","56986"
"-122.46","38.53","275800","36641"
"-117.76","34.12","275700","42415"
"-122.24","37.82","275700","39000"
"-122.5","37.74","275700","38750"
"-122.5","37.74","275700","35000"
"-122.03","37.31","275700","33750"
"-122.49","37.69","275600","45000"
"-122.44","37.73","275500","47813"
"-122.43","37.73","275500","36694"
"-122.13","37.76","275400","53700"
"-118.06","34.12","275400","41875"
"-120.79","37.76","275300","55228"
"-122.03","37.91","275300","50362"
"-118.53","34.24","275300","29076"
"-122.59","37.97","275200","45625"
"-120.44","34.88","275100","67694"
"-118.04","33.87","275100","56917"
"-122","37.54","275100","51616"
"-119.23","34.25","275000","80000"
"-117.61","34.02","275000","77197"
"-122.28","38.22","275000","75197"
"-117.81","33.67","275000","72025"
"-116.92","32.77","275000","66783"
"-117.87","33.89","275000","64218"
"-117.65","33.62","275000","62899"
"-121.93","37.73","275000","62048"
"-118.44","33.99","275000","59641"
"-121.98","37.28","275000","57812"
"-119.05","34.13","275000","50066"
"-122.15","37.73","275000","49135"
"-117.85","34.14","275000","49090.99999999999"
"-121.97","37.3","275000","48541.99999999999"
"-120.64","35.15","275000","48490"
"-122.39","37.78","275000","47105"
"-122","36.98","275000","43000"
"-117.25","32.8","275000","42295.99999999999"
"-122.26","37.77","275000","42260"
"-118.41","34.16","275000","41875"
"-122.53","37.65","275000","40556"
"-118.37","34.05","275000","40050"
"-118.41","34","275000","39643"
"-122.52","37.88","275000","38068"
"-117.83","33.67","275000","37976"
"-118.45","34.05","275000","37549"
"-117.87","33.69","275000","37174"
"-122.09","37.4","275000","36742"
"-117.95","33.88","275000","36705"
"-122.43","37.78","275000","36437"
"-118.41","33.92","275000","36389"
"-122.43","37.77","275000","36031"
"-117.24","32.79","275000","34306"
"-118.4","34.03","275000","34058"
"-122.42","37.75","275000","33555"
"-122.41","37.94","275000","32875"
"-122.41","37.77","275000","32292"
"-117.25","32.79","275000","30774"
"-122.42","37.75","275000","30000"
"-119.29","34.23","275000","29018"
"-119.05","34.19","275000","28942"
"-121.81","38.84","275000","28542"
"-118.36","33.88","275000","27980.999999999996"
"-117.93","33.65","275000","27500"
"-120.85","37.55","275000","25938"
"-119.72","34.43","275000","25694"
"-122.28","37.79","275000","25444"
"-122.41","37.79","275000","25166"
"-122.42","37.79","275000","25013"
"-122.42","37.78","275000","24413.999999999996"
"-122.08","37.68","275000","24196"
"-122.42","37.63","275000","23750"
"-122.42","37.75","275000","21971"
"-120.4","34.86","275000","20508"
"-118.25","34.14","275000","18235"
"-117.76","35.22","275000","16250"
"-118.28","34.05","275000","16036.999999999998"
"-118.27","34.06","275000","14904"
"-118.28","34.05","275000","14615"
"-120.92","37.65","275000","13696"
"-118.27","34.05","275000","12012"
"-118.27","34.05","275000","9563"
"-118.25","34.05","275000","8131"
"-117.1","33.12","275000","8129.999999999999"
"-114.62","33.62","275000","5360"
"-118.88","34.22","274800","62748"
"-122.3","37.56","274800","55184"
"-122.08","37.72","274700","56194"
"-117.82","33.78","274700","54562"
"-117.9","34.06","274700","54469"
"-116.8","32.8","274600","61481"
"-117.69","33.65","274600","61062"
"-118.22","34.14","274600","55291"
"-121.91","37.24","274600","47118"
"-121.74","36.49","274600","44208.99999999999"
"-117.86","33.89","274500","69612"
"-121.18","38.69","274500","63528"
"-122.42","37.93","274500","40160"
"-117.22","32.85","274400","46875"
"-117.69","33.55","274300","60743"
"-119.84","34.44","274300","42404"
"-118.05","34.1","274300","40179"
"-118.36","34.16","274300","24835"
"-117.81","33.66","274200","58752.00000000001"
"-117.92","33.72","274200","55500.99999999999"
"-121.48","37.77","274200","50176"
"-122.51","38","274200","39519"
"-122.51","37.76","274200","30465"
"-117.8","33.68","274100","69133"
"-121.84","37.24","274100","67836"
"-118.13","34.21","274100","61824"
"-117.34","33.19","274100","57409"
"-121.88","37.29","274100","41406"
"-117.66","33.61","274000","71497"
"-122.09","37.41","274000","35750"
"-117.18","32.74","274000","25288"
"-122.08","37.15","273900","71366"
"-121.88","37.39","273900","71050"
"-118.04","33.82","273900","58440"
"-121.96","37.28","273900","40174"
"-117.95","34.16","273800","62654"
"-122.23","37.76","273800","51039"
"-117.69","33.63","273800","49079"
"-118.04","34.1","273800","48017"
"-117.97","33.68","273800","46452"
"-121.87","37.41","273700","67867"
"-122.22","37.81","273700","65217"
"-122.29","37.91","273700","55357"
"-122.31","37.57","273700","40000"
"-122.5","37.74","273700","39583"
"-118.46","34.17","273700","31478"
"-117.02","32.66","273600","66272"
"-122.01","37.94","273600","63808.99999999999"
"-117.99","33.68","273600","47245"
"-122.04","37.38","273600","42028"
"-118.02","34.13","273600","39464"
"-122.41","37.61","273600","38214"
"-122.07","37.52","273500","60824"
"-121.99","37.27","273500","54051"
"-118.01","33.96","273500","53054"
"-122.42","37.66","273500","49236.00000000001"
"-116.99","32.76","273500","46250"
"-117.97","33.72","273400","54286"
"-118.3","33.75","273400","46250"
"-118.23","34.21","273400","33287"
"-122.25","37.81","273400","32176.999999999996"
"-122.1","37.19","273300","71831"
"-117.34","33.46","273300","55395"
"-121.24","38.63","273200","72582"
"-122.09","37.94","273200","61922"
"-118.48","34.23","273100","65268"
"-121.18","38.73","273100","60302"
"-118.57","34.25","273100","56148.99999999999"
"-120.61","35.06","273100","46167"
"-122.39","37.6","273100","25600"
"-122.48","37.59","273000","53991"
"-122.2","37.8","273000","49559"
"-117.89","33.85","273000","38750"
"-122.31","37.6","273000","36811"
"-118.31","33.83","273000","29375"
"-122.26","38","272900","62073"
"-121.97","37","272900","48269"
"-122.27","37.88","272900","30132"
"-122.31","37.55","272900","26159"
"-118.38","34.09","272900","25783.999999999996"
"-117.82","33.72","272800","65987"
"-117.83","33.9","272800","65755"
"-117.83","33.66","272800","65355.99999999999"
"-122.49","37.69","272800","47391"
"-122.5","37.74","272800","40625"
"-122.22","37.47","272800","31864"
"-118.35","33.91","272800","28512"
"-121.88","37.37","272700","60959"
"-122.43","37.64","272700","42070"
"-118.09","34.04","272600","64385"
"-121.98","37.28","272600","57251"
"-118.05","34.1","272600","47931"
"-118.07","34.12","272600","42312"
"-118.45","34.16","272600","37105"
"-117.6","33.72","272500","56346"
"-122.41","37.73","272500","40641.99999999999"
"-118.32","34.19","272500","30179"
"-121.8","37.23","272400","67385"
"-117.19","32.86","272400","61805"
"-122.27","37.97","272400","60666"
"-117.87","33.92","272400","60571"
"-118.22","34.13","272400","57794"
"-122.53","37.66","272400","54694"
"-122.5","37.75","272400","40217"
"-118.05","34.11","272400","32596"
"-120.08","34.62","272300","46554"
"-117.9","33.65","272300","44135"
"-122.5","37.76","272300","33393"
"-117.86","33.88","272200","65843"
"-118.2","33.82","272200","46041.99999999999"
"-117.08","33.23","272200","41500"
"-122.4","37.68","272200","41146"
"-122.54","37.76","272200","39600"
"-118.16","33.77","272200","27614"
"-117.69","33.54","272000","65394"
"-121.91","37.24","272000","47279"
"-118.41","34","272000","28393"
"-117.94","33.64","272000","26221"
"-117.57","33.93","271900","75408"
"-117.13","32.98","271900","64321"
"-117.95","33.74","271900","59837.99999999999"
"-118.32","33.87","271900","53244"
"-118.26","34.24","271900","44821"
"-121.91","37.23","271800","60712"
"-122.3","37.56","271800","47344"
"-119.79","34.44","271800","41797.00000000001"
"-122.5","37.75","271800","34919"
"-117.85","33.84","271700","66719"
"-117.08","32.82","271700","59734"
"-122.46","38.29","271700","35982"
"-117.64","33.49","271600","56197"
"-117.95","33.63","271600","39917"
"-118.38","34.04","271600","34063"
"-121.78","37.31","271500","64664"
"-117.87","34.02","271500","64333"
"-118.6","34.26","271500","56392"
"-119.8","34.43","271500","46957.00000000001"
"-118.06","34.12","271500","45667"
"-122.04","37.34","271500","36991"
"-122.01","36.99","271400","64469"
"-118.03","33.71","271400","60000"
"-121.86","37.23","271400","58904"
"-121.89","37.38","271400","57695"
"-122.87","38.39","271400","45147.00000000001"
"-118.02","33.62","271400","43409.00000000001"
"-118.41","34","271400","25500"
"-122.27","37.88","271400","21907"
"-119.03","34.23","271300","56762"
"-118.35","33.86","271300","43859"
"-122.42","37.74","271300","42211.99999999999"
"-118.59","34.18","271300","42009"
"-122.41","37.73","271300","37835"
"-122.53","37.95","271300","35838"
"-122.13","37.69","271300","33950"
"-118.12","33.94","271300","33292"
"-121.97","37.36","271200","60115.99999999999"
"-118.52","34.27","271200","55649"
"-119.89","34.44","271200","50767"
"-118.25","34.23","271200","41666.99999999999"
"-121.14","35.55","271200","38019"
"-118.41","34","271200","31910"
"-121.94","37.71","271100","50143.00000000001"
"-122.31","37.57","271100","46371"
"-122.54","37.74","271100","41786"
"-118.32","33.79","271100","36797"
"-118.15","33.77","271100","35528"
"-118.43","34.18","271100","26364"
"-122.05","37.9","271000","29526"
"-122.29","37.9","270900","53380"
"-122.3","37.57","270900","50330"
"-122.28","37.89","270900","41250"
"-117.86","33.91","270800","64513.99999999999"
"-122.49","37.68","270800","53311"
"-120.3","35.1","270800","45461"
"-118.3","33.74","270800","44671"
"-117.1","32.76","270800","42813"
"-122.06","37.38","270800","42718.99999999999"
"-117.8","33.63","270800","41944"
"-122.41","37.74","270800","41417"
"-122.53","37.97","270800","25125"
"-116.97","32.76","270700","59878"
"-118.07","34.11","270700","50736"
"-122.84","38.07","270700","38269"
"-118.31","33.84","270700","36250"
"-118.26","34.11","270700","35673"
"-122.29","37.89","270600","51675.00000000001"
"-118","34.16","270600","48059"
"-121.26","38.65","270600","46484"
"-122.45","37.71","270600","43846"
"-122.49","37.6","270600","40795"
"-117.25","32.8","270600","32663.000000000004"
"-117.75","33.84","270500","66207"
"-118.57","34.21","270500","58798"
"-117.81","33.78","270500","57934"
"-118.08","34.12","270500","42434"
"-118.3","33.74","270500","39375"
"-121.95","37.32","270500","31458"
"-118.35","34","270400","53461.99999999999"
"-121.99","37.36","270300","49090.99999999999"
"-121.87","37.33","270300","30156"
"-122.5","37.75","270200","43859"
"-117.87","33.89","270100","71472"
"-118.03","33.78","270100","66453"
"-118.48","34.33","270100","60891"
"-122.29","37.55","270100","43900"
"-122.22","37.81","270100","40720"
"-122.07","37.08","270000","60809"
"-121.59","36.55","270000","51788"
"-122.44","37.73","270000","43898"
"-117.23","32.81","270000","38026"
"-122.42","37.76","270000","33937"
"-118.33","33.88","270000","31505"
"-118.3","34.06","270000","20332"
"-122.2","37.48","270000","19844"
"-122.33","38.29","269900","53351"
"-117.95","33.99","269900","50142"
"-121.97","37.35","269900","42272.99999999999"
"-122.24","37.81","269900","36750"
"-117.97","33.73","269800","62984"
"-121.94","37.75","269800","62781"
"-122.04","37.58","269800","56277"
"-118.12","33.95","269800","50526"
"-122.38","37.91","269800","50523.99999999999"
"-122.91","38.43","269800","46705"
"-120.45","34.88","269700","57306"
"-121.99","37.56","269700","50000"
"-118.35","33.91","269700","43187"
"-122.25","37.85","269700","40368.00000000001"
